Tavg,Tmed,Tmax,Tmin,Load
84,85,89,73,1609493
83,85,91,73,1701413
81,83,93,72,1715405
81,83,94,73,1715825
81,82,94,73,1700936
80,79,95,73,1681623
78,78,93,73,1652648
77,77,91,73,1583317
76,75,88,72,1558694
75,75,84,72,1465376
75,75,82,72,1284437
74,74,81,72,1102347
74,74,79,72,960541
74,74,78,71,882573
73,74,81,70,838567
73,73,80,70,811633
73,73,80,70,810831
72,73,79,70,881768
72,73,79,66,1041636
74,74,82,69,1061347
77,77,84,69,1099072
81,82,86,75,1238651
83,84,88,77,1419476
85,86,88,82,1610215
87,87,90,74,1782514
88,88,92,77,1910794
88,89,92,81,1979071
87,88,93,81,2017747
85,85,93,78,2026039
83,84,94,74,1975505
81,82,92,73,1892476
80,81,91,73,1768014
79,79,87,73,1723586
78,78,84,72,1605845
77,78,82,73,1399370
76,76,81,73,1198697
76,76,81,73,1045557
75,75,82,73,955882
75,75,81,73,904406
75,75,81,72,877277
74,75,81,72,873640
74,75,82,71,943701
74,75,82,71,1102210
75,76,82,71,1128179
79,80,84,71,1175309
82,83,88,77,1314677
84,85,88,80,1495889
86,87,89,83,1664052
86,88,90,76,1784516
85,88,92,75,1836523
84,87,92,73,1816458
83,84,92,73,1689062
82,83,92,73,1579991
81,83,93,72,1614696
80,82,92,72,1603088
79,80,90,72,1549772
78,79,87,72,1548473
77,78,85,72,1477038
77,78,84,72,1303153
77,78,82,72,1126500
76,78,82,72,988384
76,77,82,71,912892
76,77,81,71,869306
75,76,81,71,850174
75,76,82,72,850771
75,75,84,73,928926
76,75,82,73,1097798
77,76,86,73,1133066
79,79,86,74,1193331
83,83,88,79,1337991
85,85,88,82,1509445
87,88,90,84,1683339
88,89,91,78,1830298
89,90,92,82,1942292
89,90,94,87,2021774
88,89,94,77,2081843
87,89,94,76,2084320
86,88,95,76,2075560
85,85,93,77,2016370
83,83,91,77,1884830
81,82,88,76,1807384
80,81,84,75,1687517
79,79,84,74,1519783
78,79,81,73,1342218
77,79,81,70,1183329
77,78,82,72,1076940
77,77,80,72,1014611
76,76,81,72,960450
76,76,81,71,945619
76,76,84,72,944986
75,76,80,70,983832
77,77,82,72,1047012
80,81,84,73,1234226
83,84,86,78,1466833
85,86,88,81,1675988
87,88,89,83,1858630
88,89,91,84,2009653
88,90,93,76,2105958
88,90,95,75,2142969
87,88,93,73,2146141
85,87,94,73,2141226
84,86,93,74,2081993
81,81,92,74,1931291
80,81,90,75,1788459
79,79,84,73,1696236
77,78,84,72,1570750
77,77,82,72,1412323
76,75,80,72,1246185
75,75,79,72,1091898
74,75,78,71,988830
74,75,78,71,914310
73,74,77,70,867193
73,74,77,70,841874
73,73,79,70,838738
73,73,81,70,864876
74,75,81,72,924537
77,78,84,72,1116297
82,83,86,77,1337423
84,85,87,81,1536482
86,87,89,84,1733538
87,88,90,82,1925796
88,89,92,81,2064456
88,90,93,78,2128794
88,89,95,77,2133419
87,88,95,73,2123750
85,87,96,74,2050306
83,84,94,73,1937357
81,82,92,73,1843234
79,80,88,73,1805806
78,79,84,73,1678695
77,78,83,73,1462558
77,77,81,73,1258517
76,77,80,73,1100124
76,77,79,73,1010424
76,76,79,73,948598
75,75,78,73,913510
74,74,78,72,906670
74,75,79,72,974367
74,74,78,72,1129577
75,75,82,68,1152430
79,79,84,73,1205767
82,83,86,79,1359691
85,85,88,82,1555155
87,88,90,85,1737831
88,88,92,77,1856388
87,89,92,77,1882824
86,89,94,73,1852956
86,90,95,73,1809238
84,85,94,75,1795284
82,81,95,74,1816794
81,81,93,74,1811349
79,79,91,75,1766618
78,77,87,74,1734258
77,76,84,73,1599925
76,76,82,72,1394235
75,76,81,72,1201524
75,76,80,71,1049220
75,75,79,72,968180
75,75,79,72,918549
74,75,79,71,893406
74,75,79,70,893184
74,74,81,71,960050
73,74,79,69,1121848
74,75,82,71,1143678
76,76,84,72,1149794
79,79,86,75,1224975
81,82,88,76,1319283
83,84,90,78,1436722
85,85,89,80,1563345
84,85,91,75,1640827
83,84,93,72,1662682
82,83,94,74,1685039
82,83,94,75,1726317
81,82,95,74,1767179
80,81,93,72,1767071
79,78,91,73,1713397
77,77,87,73,1698232
76,76,83,73,1578616
75,75,82,73,1377868
75,75,80,73,1173696
75,74,80,72,1027239
74,74,77,72,938116
73,73,76,72,887034
73,73,76,70,858498
73,73,75,70,854746
72,73,75,70,922688
72,72,75,70,1078743
73,74,81,71,1101820
77,78,82,71,1138725
81,81,86,77,1266173
83,84,86,80,1433423
85,85,88,82,1614001
87,88,89,84,1791039
88,88,90,86,1934759
88,88,91,81,2030465
87,89,92,75,2100145
86,88,92,74,2097223
85,87,93,75,2155268
83,84,91,72,2104861
81,82,90,73,1958811
79,80,86,73,1872606
78,79,82,74,1709401
77,78,81,73,1471463
76,77,81,73,1246982
75,75,81,72,1076821
75,75,80,72,977184
74,74,80,71,909288
73,73,77,71,874993
73,73,78,70,867995
73,73,79,70,930293
73,73,81,66,1085467
74,74,82,70,1102476
78,79,84,70,1150464
82,82,86,77,1294064
84,85,87,81,1471284
86,86,89,81,1658989
87,88,90,82,1827730
88,89,92,84,1958055
88,89,94,84,2050533
89,89,95,83,2109011
87,87,94,81,2138667
85,86,95,80,2140165
84,84,93,75,2081390
82,82,91,76,1967647
80,79,86,76,1907129
79,79,82,75,1763230
78,78,82,75,1529023
76,77,82,74,1297202
76,76,81,73,1120112
75,75,79,72,1013674
74,75,79,71,950587
74,75,78,71,909923
73,74,77,70,892175
73,74,79,69,948537
72,74,81,64,1095879
74,75,82,70,1125003
78,79,84,69,1175395
82,83,86,76,1318645
84,85,87,81,1494384
86,86,90,82,1669787
87,88,91,85,1825918
89,89,92,85,1959088
89,90,95,85,2060376
90,90,95,86,2142450
90,90,95,86,2184362
89,89,95,85,2183644
87,87,93,84,2139790
84,84,91,80,2003818
82,82,86,78,1914103
80,81,84,77,1770284
78,79,82,75,1573909
78,78,82,75,1381532
77,78,81,75,1212358
76,76,80,72,1093047
76,76,79,73,1011080
75,75,79,72,959343
75,75,79,72,929633
74,74,79,71,924062
73,74,79,70,956678
74,75,81,70,1009061
78,79,82,69,1180992
82,83,85,76,1406463
85,85,88,81,1624363
87,88,90,84,1821991
89,89,92,86,1983651
90,90,95,87,2099550
90,91,95,86,2158462
91,92,96,87,2194809
91,91,96,87,2237262
90,91,95,83,2234973
89,89,93,82,2194206
85,85,91,81,2098752
83,84,87,80,1988350
81,82,86,77,1826572
80,81,85,76,1631298
79,79,85,76,1440271
77,79,83,73,1266662
77,77,82,73,1141983
76,76,81,72,1058244
75,75,80,72,998146
75,75,79,71,957635
74,75,79,71,945510
74,73,79,70,963182
75,75,80,72,1011816
78,79,83,72,1186659
82,83,86,78,1419586
85,86,88,81,1641528
88,88,91,85,1839503
89,89,93,87,2025241
90,90,94,88,2167728
91,91,95,88,2232636
91,91,95,88,2250921
91,91,96,87,2287313
89,89,95,81,2271637
87,87,94,77,2220212
84,84,92,76,2110776
81,82,88,74,2030969
80,81,87,72,1851100
78,79,83,72,1608548
77,78,83,72,1380324
76,77,80,72,1207630
76,77,80,73,1095429
75,75,81,73,1022526
75,75,80,72,977000
75,74,79,72,963951
74,75,79,71,1020613
74,74,79,71,1174865
75,75,81,71,1192777
78,78,83,70,1216097
81,82,85,76,1365020
84,85,88,76,1558831
85,87,90,78,1727726
86,88,90,80,1862716
85,87,94,75,1955414
84,86,93,74,2005911
86,87,95,76,2016841
85,86,95,78,2007890
83,84,96,73,1997540
82,82,94,75,1955300
81,81,92,76,1880496
79,79,87,75,1852169
78,77,84,74,1695884
77,77,84,74,1472780
77,77,81,73,1266275
76,76,82,73,1114242
76,76,81,73,1027166
76,76,79,72,977015
75,75,79,72,944706
75,75,79,73,939783
75,75,79,73,1005969
74,74,79,72,1170650
75,75,79,72,1193045
76,76,84,72,1185509
78,79,86,73,1229179
80,80,88,74,1303676
81,82,88,74,1399027
83,85,89,74,1513367
84,85,91,75,1585001
84,85,92,76,1632959
84,85,93,75,1680840
84,83,93,75,1748878
82,83,94,73,1788720
81,82,93,73,1768262
79,80,91,72,1708601
77,77,87,72,1693961
76,77,84,72,1554928
76,76,83,72,1362249
75,75,82,72,1167526
75,75,81,71,1024369
74,74,79,71,944914
74,73,79,71,895852
74,73,78,70,875095
73,73,77,69,873877
73,73,77,69,940644
73,73,77,68,1107562
73,73,77,67,1128041
76,76,81,67,1137476
79,80,83,72,1229770
81,82,86,75,1361669
83,84,87,75,1500277
84,86,88,72,1600905
84,85,89,74,1699555
84,85,90,75,1783068
83,84,93,75,1848682
83,85,90,72,1878876
82,83,91,75,1900575
80,80,90,75,1879454
78,78,88,75,1792437
76,76,84,75,1754084
76,76,82,73,1617733
75,75,81,73,1412444
75,75,79,73,1202020
74,74,78,73,1043343
74,74,77,72,957961
74,74,76,71,904249
73,74,76,71,872984
73,74,76,70,870022
73,73,77,69,943816
73,73,76,69,1116032
73,74,77,68,1142599
75,76,79,68,1151611
78,78,84,73,1237996
80,81,84,74,1350178
82,83,88,75,1488262
84,84,89,79,1619503
85,86,89,83,1719360
85,86,90,78,1776919
84,85,91,77,1802622
83,83,91,76,1822827
83,82,92,74,1846864
81,82,91,74,1806158
79,79,89,73,1734996
77,77,85,73,1694666
76,76,83,73,1553563
76,75,82,73,1372230
75,75,80,73,1180677
75,75,79,73,1033290
74,74,78,72,944922
73,74,76,72,891887
73,74,76,72,863672
73,74,76,72,857407
73,74,79,71,934377
74,74,79,71,1098977
74,74,80,70,1134211
76,77,83,70,1147829
79,81,86,74,1225445
81,82,86,76,1349297
83,84,88,77,1484115
84,85,89,78,1609053
84,87,89,73,1698735
83,84,91,73,1714596
81,81,92,73,1631801
79,79,92,73,1556627
79,77,93,73,1514134
77,76,91,73,1470443
77,75,90,72,1409317
76,76,86,72,1389130
76,75,83,73,1323635
76,75,82,73,1214794
75,76,81,72,1097577
75,75,80,72,979603
75,75,81,73,907615
75,75,79,72,861283
75,75,79,72,834815
74,75,78,73,822376
74,74,81,73,839987
74,74,81,73,887085
75,75,82,72,960279
76,77,84,72,1117961
79,80,84,72,1299104
81,82,87,72,1458666
81,83,87,73,1587999
83,85,89,74,1689367
83,84,90,74,1745616
83,84,91,74,1773410
83,83,91,75,1783656
82,82,89,73,1757535
80,81,89,75,1692742
79,80,88,75,1607158
78,78,87,74,1538053
77,77,84,75,1526253
77,77,82,75,1435155
77,77,82,73,1310917
76,77,80,73,1178548
76,76,79,73,1042215
76,76,79,73,965084
75,75,78,73,909073
75,76,77,73,881672
75,76,77,73,873543
75,75,81,73,887096
75,75,82,73,931340
75,75,82,72,1001493
77,77,84,72,1150234
80,80,86,75,1320783
82,82,88,76,1471691
84,85,87,78,1636870
85,86,89,79,1792301
86,88,90,81,1913476
86,87,92,81,1974413
87,87,91,82,1938679
86,86,91,81,1941052
84,85,92,75,1973585
82,82,91,78,1911787
80,80,89,75,1766543
79,79,86,76,1717077
78,78,84,75,1582283
78,78,83,75,1419204
77,77,82,75,1256354
77,77,81,74,1111263
76,77,80,74,1015044
76,77,79,73,960608
75,76,78,73,925013
75,76,78,72,910677
75,76,81,71,920118
75,75,81,71,951092
75,76,81,70,1006410
77,77,82,70,1130935
79,79,86,75,1320037
81,82,88,77,1502654
83,84,90,78,1664582
85,86,90,80,1803252
86,87,90,81,1906274
86,86,91,81,1968561
86,86,92,81,2004932
86,86,92,82,1998814
85,86,93,80,1998585
84,84,92,81,2017909
81,82,90,77,1933927
80,80,87,76,1889864
78,79,84,75,1719291
78,79,83,75,1491193
77,78,82,74,1281376
76,77,81,74,1118118
75,77,80,73,1008155
75,75,79,72,951252
74,75,79,71,910579
74,75,78,70,901707
74,75,81,70,968194
74,74,81,69,1128973
74,76,81,68,1162547
76,77,82,68,1185784
80,81,86,73,1293186
82,84,86,76,1443393
84,86,89,78,1612521
86,87,91,81,1766693
87,87,93,83,1884882
88,88,95,84,1976781
88,88,96,82,1984286
87,88,96,83,1994259
86,87,97,81,2011877
84,84,95,77,2041102
82,82,93,76,1990432
80,81,89,75,1935293
79,79,86,75,1740213
78,79,85,75,1511021
76,77,84,73,1287535
75,76,82,72,1116506
75,76,81,71,1017790
74,75,80,71,955868
74,75,79,70,921957
74,75,78,69,913293
74,75,79,68,975588
73,74,79,68,1132387
74,75,79,67,1154870
77,77,81,67,1175357
80,81,83,73,1297531
83,84,86,77,1466168
85,86,90,81,1640590
87,88,90,84,1796406
87,88,91,78,1915370
86,89,93,76,1999392
86,88,94,80,1993022
85,87,94,77,2056546
83,83,94,77,2038318
83,81,92,75,1967285
80,80,89,74,1856390
79,79,83,75,1811815
79,79,83,75,1655749
78,78,82,75,1472310
77,77,81,74,1276731
77,77,81,73,1133682
76,77,80,72,1052250
76,76,79,71,1004224
76,76,79,70,974841
76,77,79,69,974447
76,76,81,68,1048455
75,76,81,67,1214570
76,77,82,67,1247126
78,78,83,66,1244104
80,81,84,73,1300107
82,83,86,79,1403241
83,84,88,76,1524879
84,86,90,76,1644325
85,86,92,78,1732011
86,87,93,77,1761398
85,86,94,78,1788655
83,83,95,73,1810509
82,82,96,74,1815716
81,80,94,75,1779242
79,78,91,73,1715253
78,77,87,73,1690520
77,77,84,73,1557801
76,76,83,73,1372884
76,75,82,73,1184068
75,75,80,73,1037720
75,74,80,73,952773
75,75,79,72,900761
74,74,79,71,875660
74,74,79,69,873718
74,74,82,68,944757
74,74,81,67,1112849
75,75,81,67,1146690
78,78,84,66,1182221
81,81,86,74,1320753
83,83,86,79,1477101
85,85,88,84,1624567
87,88,90,82,1758519
87,88,91,85,1878259
88,88,94,82,1964369
88,88,95,84,2038949
86,87,96,81,2077638
86,86,97,80,2044530
83,83,95,76,1929390
81,81,92,76,1793963
79,80,86,75,1729628
79,79,83,75,1586725
78,78,82,75,1426893
77,77,81,75,1264418
76,77,81,73,1108192
76,76,81,73,1012760
76,76,81,72,947098
75,76,81,73,912321
75,75,81,72,895892
75,75,81,72,901040
75,75,82,71,938098
75,75,82,71,999199
78,79,84,70,1152303
81,82,86,76,1347879
83,84,86,80,1541618
85,85,88,83,1691013
86,87,89,84,1825594
87,88,91,85,1929985
88,88,92,85,2000405
88,88,94,84,2035058
87,88,94,76,2038790
85,86,95,80,2018972
83,84,93,79,1905358
81,81,90,79,1783469
80,79,86,77,1729278
79,79,83,76,1588113
78,78,82,75,1424955
77,77,81,74,1259467
76,77,81,73,1110969
76,76,81,73,1012384
75,76,80,73,950069
75,75,80,72,904447
74,75,79,72,883292
74,75,80,71,878614
74,74,81,70,902923
75,75,81,70,964574
78,78,84,69,1141598
81,81,86,75,1356151
83,84,88,79,1534970
85,86,88,82,1683341
86,86,90,84,1833918
87,88,90,82,1955313
87,88,92,84,2027005
87,87,92,81,2058529
86,86,92,79,2066117
85,85,93,82,2055891
83,83,91,79,1980525
81,81,88,79,1862034
80,80,83,77,1842551
78,78,82,76,1670736
77,78,82,73,1444338
77,77,81,74,1232562
76,77,82,72,1072224
75,76,80,72,976570
75,76,78,72,925634
74,75,79,72,894652
74,75,79,71,893671
74,74,81,70,961463
74,74,81,69,1121066
74,74,82,69,1149023
77,77,82,68,1178728
80,81,85,75,1313155
83,84,86,78,1469784
85,85,88,81,1628687
87,87,89,84,1783491
87,88,90,84,1925496
87,88,92,85,2012782
88,89,94,85,2026061
88,88,94,85,2037792
87,88,95,78,2050052
85,86,93,79,2054615
81,82,89,78,2004736
79,79,84,77,1951009
78,79,82,73,1751947
77,77,81,73,1510844
75,76,80,71,1284751
75,75,79,71,1111319
74,74,78,70,1008325
73,73,78,70,941141
73,73,78,69,901732
72,72,77,68,891470
72,72,77,66,951707
71,71,77,65,1111265
72,72,79,66,1125493
76,76,82,66,1145553
81,82,84,72,1273857
84,85,86,78,1457309
86,87,90,82,1653059
88,88,92,86,1822324
89,89,91,86,1949641
89,89,92,86,2022626
89,89,93,85,1999848
88,89,93,84,2012554
87,87,94,83,2001431
84,84,92,79,2008855
81,82,90,73,1937946
80,81,86,74,1898069
79,79,84,74,1717103
77,78,84,72,1497980
77,77,82,74,1295488
76,77,81,72,1135376
76,76,81,72,1048510
76,76,81,71,995932
75,75,81,70,965723
75,75,81,69,961924
75,75,81,68,1031377
74,75,80,67,1199735
74,75,79,67,1230419
75,76,81,66,1201207
77,78,83,72,1226229
79,80,87,75,1287887
80,81,89,71,1362977
82,83,90,74,1451481
83,84,93,73,1534730
84,83,93,73,1625965
83,83,93,73,1701598
83,84,92,74,1763823
82,82,93,74,1795732
80,80,91,73,1763912
78,78,89,72,1692166
77,77,86,72,1666207
76,76,84,72,1523454
75,75,83,72,1324067
74,74,82,72,1134590
73,74,81,71,989674
73,73,80,70,901671
72,73,79,70,856963
72,73,78,68,830378
72,72,78,68,832113
72,72,79,67,904988
72,72,79,64,1082278
72,73,77,66,1107852
74,75,79,66,1106231
77,78,85,73,1187171
80,80,85,77,1304706
82,83,87,79,1441232
83,85,89,74,1589689
84,85,92,73,1683491
84,85,95,74,1697936
83,84,96,73,1668601
81,82,97,73,1649800
79,78,98,72,1638260
78,76,96,72,1593915
76,75,92,72,1553815
75,74,85,72,1542269
75,74,82,72,1420102
75,74,84,72,1255817
75,74,82,72,1088002
75,74,81,72,955137
75,75,82,72,881990
75,75,82,71,846910
75,76,81,71,828289
75,77,82,69,835874
75,76,84,68,923171
75,76,84,67,1108861
76,77,84,67,1152006
77,78,86,66,1153248
79,80,88,73,1225567
80,81,88,74,1307664
82,83,90,75,1395242
83,84,90,73,1491967
82,84,92,73,1566540
84,84,95,77,1645210
83,84,96,75,1700259
83,84,97,75,1745185
82,83,98,73,1751165
81,82,96,74,1686723
79,79,92,73,1612025
78,78,86,72,1564462
77,77,84,73,1438009
77,76,84,73,1305236
76,76,83,72,1165566
76,76,82,69,1034418
76,77,82,71,954891
76,77,81,73,907176
76,77,82,73,885559
77,78,81,72,884096
77,77,82,71,908069
76,77,82,70,966695
77,77,84,70,1051637
78,79,84,69,1180564
81,82,86,73,1352975
82,84,90,73,1500804
84,86,89,75,1622888
85,87,90,76,1713322
85,87,91,74,1783825
85,86,92,74,1814675
84,85,92,73,1790840
81,84,93,71,1732628
81,82,93,72,1668358
79,80,92,72,1577801
77,76,90,71,1489940
76,75,86,71,1411783
76,75,84,71,1313503
75,74,83,72,1198541
75,75,82,72,1082123
75,75,81,71,964846
75,76,81,71,888915
75,76,81,71,844277
75,76,81,71,822582
75,77,81,71,813582
75,76,82,72,824946
75,76,82,72,867396
76,76,82,72,950367
78,79,84,72,1120383
81,82,86,73,1334307
83,84,86,76,1514606
85,86,88,79,1673496
86,88,89,80,1833843
86,88,90,77,1953890
87,88,91,80,2025440
87,88,92,77,2040452
86,87,93,79,2027130
84,86,93,72,1997421
82,84,92,72,1918723
81,82,89,73,1838796
80,81,85,74,1808537
79,80,84,74,1628215
78,79,83,74,1427591
77,78,82,73,1235030
77,78,81,73,1078524
76,77,80,73,986849
76,77,80,73,930857
75,76,80,72,901890
75,75,80,72,898790
75,75,81,72,967129
74,75,81,70,1129578
75,75,82,72,1163465
78,78,84,73,1189868
81,82,86,76,1327479
83,84,88,76,1493541
85,86,89,81,1677246
87,87,89,84,1844925
88,89,92,85,1975211
88,89,92,84,2036555
89,90,93,85,2023766
87,89,92,79,2028401
87,88,92,81,2013959
84,84,91,80,2047129
81,82,88,79,1999815
80,81,85,76,1944845
79,80,84,75,1748329
78,79,82,74,1531354
78,78,81,75,1318185
77,77,81,73,1157619
76,76,80,73,1056933
76,76,80,72,996577
75,75,79,72,957827
74,75,79,71,948056
74,75,79,70,1004519
74,74,79,70,1164971
74,75,79,71,1184374
77,78,82,71,1191764
82,82,84,76,1323322
84,85,87,79,1508307
86,87,88,83,1705858
87,88,91,73,1873855
89,90,92,86,2002365
89,90,93,87,2078012
89,90,93,85,2036269
89,90,93,84,2085539
87,86,94,82,2095059
85,85,92,80,2085026
82,81,90,78,2050470
80,81,86,78,1986799
79,80,84,77,1788420
78,79,83,76,1551987
78,78,81,76,1329251
77,77,81,75,1158679
76,76,80,72,1059456
75,75,80,72,995760
74,75,78,72,958278
74,75,77,72,946196
74,74,81,71,1006954
73,74,81,70,1167460
74,75,82,71,1190509
77,78,84,71,1195510
81,82,86,76,1322377
84,85,87,81,1501371
86,87,90,84,1701338
88,88,91,86,1879834
89,90,92,86,2017152
89,90,93,87,2106534
89,89,93,86,2076025
88,89,93,86,2098641
88,88,94,83,2115524
85,86,92,79,2132751
82,82,89,79,2073473
81,82,85,78,2001351
81,81,84,77,1815171
79,80,84,75,1585385
78,79,82,75,1357141
78,78,81,75,1188102
77,77,81,73,1081565
76,77,81,73,1013964
75,76,80,73,975747
75,76,80,72,966379
75,76,81,72,1026716
75,75,82,72,1184733
75,76,82,70,1207152
78,79,86,72,1218122
82,82,88,76,1354154
84,85,88,79,1525796
86,86,90,83,1718278
88,88,91,84,1885777
88,90,92,78,2014230
89,90,93,80,2109872
89,90,93,84,2076549
88,89,94,83,2087492
87,88,94,83,2093111
84,84,92,80,2113980
82,82,89,79,2041254
81,81,85,79,1961132
80,81,83,77,1777243
79,80,82,76,1563047
79,80,82,75,1347279
78,79,82,74,1181876
77,78,81,74,1090062
77,78,80,74,1030362
77,77,83,73,996528
76,77,83,74,987237
76,76,83,73,1054347
75,76,82,73,1213813
76,76,82,72,1244195
79,80,86,72,1268788
82,83,88,77,1404815
84,86,90,74,1571377
86,87,90,76,1715187
87,88,91,81,1848583
87,88,91,80,1951096
86,88,92,77,1993074
85,86,93,78,1995636
84,85,93,77,1959297
83,82,94,78,1924677
81,81,92,78,1839112
80,79,89,77,1752936
79,78,97,76,1703722
79,78,96,75,1563577
78,78,96,75,1419629
78,78,97,74,1264659
78,78,94,73,1123940
77,77,95,73,1030081
77,77,92,73,968280
76,76,83,72,931184
75,76,81,72,916677
75,75,81,72,925912
75,75,82,70,967922
75,75,82,70,1033098
78,79,87,70,1187264
82,82,93,75,1405741
84,85,87,78,1605482
86,87,90,81,1784281
87,87,91,81,1932733
87,88,92,81,2032002
88,89,92,81,2089268
88,88,93,85,2115543
87,87,93,83,2108586
86,86,94,83,2051863
83,83,92,81,1939290
81,81,90,77,1833767
79,80,86,76,1755291
78,79,84,74,1605876
77,78,83,73,1434973
76,77,82,72,1264557
76,76,82,70,1106811
75,76,81,70,999174
75,75,80,69,923453
74,74,80,67,878411
74,74,79,68,853208
74,74,81,68,851249
73,74,82,68,881403
74,75,82,68,937853
77,79,84,69,1110486
81,82,86,75,1331508
83,84,86,80,1526440
85,85,88,82,1694409
86,87,89,82,1857469
87,88,90,79,1978879
88,89,92,84,2049342
87,88,94,79,2087974
87,87,94,79,2089890
84,85,95,75,2057779
82,83,93,75,1953627
80,79,89,75,1860112
78,79,85,75,1804330
78,78,84,73,1607692
77,77,84,73,1404033
76,77,82,70,1203036
75,76,81,69,1041882
75,76,82,68,945546
74,75,81,67,889724
73,75,81,67,858165
73,74,80,67,850334
73,74,82,66,927077
73,73,82,65,1084684
73,75,82,67,1120348
77,77,86,68,1140597
80,81,86,74,1249032
82,83,88,74,1421247
84,85,88,73,1595259
84,86,88,75,1741946
85,87,91,76,1846787
85,86,92,73,1909290
85,86,93,75,1945880
85,85,93,79,1944757
83,83,94,77,1916146
82,82,92,75,1859416
80,81,88,75,1822796
79,79,85,75,1778352
78,79,83,75,1604937
78,78,82,75,1407381
77,76,82,74,1222942
76,76,81,73,1079334
76,76,80,73,992386
76,76,80,72,949300
75,76,80,72,926590
75,76,81,71,928567
75,76,79,70,1003375
75,75,79,69,1172745
75,76,78,69,1204582
76,77,81,68,1186612
78,79,85,73,1256444
80,81,85,73,1354530
81,83,87,74,1449038
82,85,89,75,1529601
82,84,90,73,1587519
82,84,91,75,1631124
81,82,92,75,1663669
80,80,92,75,1639591
79,77,93,73,1602324
77,76,91,72,1571402
76,76,88,72,1580495
76,76,84,73,1534732
76,76,82,73,1421785
75,76,81,73,1264838
75,76,80,73,1102196
76,76,83,73,993615
75,76,79,73,928236
75,75,79,73,888698
75,75,79,73,871380
75,76,79,73,880283
75,76,79,73,964843
75,76,79,72,1146976
75,76,81,72,1192587
77,78,84,71,1180062
80,81,86,72,1266443
81,82,86,73,1392305
83,84,88,75,1524793
84,84,90,75,1650305
85,86,90,76,1740215
86,86,90,76,1796808
84,85,89,77,1843467
84,85,90,77,1854721
82,83,90,73,1830479
81,81,89,75,1782978
79,80,87,75,1751151
79,80,85,74,1692128
79,79,84,75,1544190
78,78,84,75,1372519
78,79,83,74,1204093
78,79,82,74,1073934
78,79,83,74,1016332
78,79,83,74,987398
79,79,84,74,974691
78,79,84,73,990074
78,79,84,73,1075322
78,79,83,73,1246870
78,79,84,70,1286542
80,80,86,73,1270630
82,82,86,76,1347678
83,84,88,78,1462040
85,86,89,80,1582404
86,87,90,79,1702908
86,88,92,79,1788119
86,88,91,78,1832189
85,86,92,77,1833921
83,85,92,77,1838146
83,84,92,77,1833184
82,83,91,76,1785149
80,81,88,75,1770765
80,80,85,76,1732299
79,80,84,77,1605359
79,79,84,76,1435731
79,79,82,76,1273232
78,79,82,75,1129155
78,79,82,75,1051557
78,78,82,75,1001046
77,78,82,75,974386
77,78,81,75,976530
77,77,81,75,1056995
77,77,81,75,1222808
77,77,82,75,1260703
79,79,84,75,1266132
81,82,86,77,1371912
83,84,90,78,1512711
85,86,91,79,1640850
86,87,90,80,1759198
87,88,93,81,1866951
88,88,93,81,1937711
88,88,92,82,1995109
87,87,92,82,2029508
86,86,91,82,2014713
83,84,89,80,1909825
81,81,87,76,1792876
79,79,84,75,1701690
78,79,82,73,1542449
77,77,82,72,1380620
75,76,80,72,1212257
75,74,82,71,1057739
74,74,79,71,951260
73,73,79,70,890743
73,73,78,70,855098
73,73,78,70,838744
73,72,79,70,847240
72,72,79,66,887284
72,72,81,66,954747
75,74,82,70,1098471
79,80,84,74,1300897
82,82,87,77,1488697
84,85,88,81,1670998
86,87,90,81,1831504
87,88,91,82,1957249
88,88,91,83,2043743
88,88,92,83,2093247
88,89,93,83,2101934
86,87,93,81,2065457
84,84,91,80,1955099
81,82,88,76,1850080
79,80,85,74,1764399
78,79,83,72,1595238
77,78,82,72,1425909
77,77,81,71,1264518
76,77,81,70,1111067
75,75,80,69,1010937
74,75,80,69,942121
74,75,79,68,896106
74,74,79,67,868386
73,74,81,66,867954
73,73,79,65,897290
73,74,81,65,962130
77,79,84,64,1137919
81,82,86,69,1362398
83,85,87,74,1567698
86,87,88,79,1765810
87,88,90,82,1945912
88,89,91,85,2073527
88,90,92,84,2147360
88,89,93,85,2176939
88,88,94,84,2167821
87,86,94,84,2146972
84,84,92,81,2055007
81,82,89,79,1984192
80,80,86,77,1907187
79,79,84,76,1700586
78,78,84,75,1485926
78,78,82,75,1282358
77,77,81,75,1124103
77,77,81,73,1030439
76,77,81,73,972043
76,76,81,72,935122
76,76,80,71,932244
75,76,82,71,1000322
75,75,82,70,1163158
75,76,82,70,1198323
78,78,83,69,1214676
81,81,86,73,1344490
82,83,88,77,1499547
84,85,89,79,1661092
85,87,91,79,1800365
86,86,92,82,1909087
87,87,91,84,1979771
86,87,91,77,2033193
86,86,91,81,2069329
85,85,91,80,2071463
82,83,89,78,1998690
81,81,87,77,1952420
79,80,84,77,1884800
79,79,83,76,1707601
78,78,82,75,1491287
77,77,82,74,1283757
76,77,81,74,1125574
76,76,80,73,1039182
75,75,80,73,981974
75,76,80,73,950657
75,76,81,72,950570
75,76,82,72,1027041
75,76,82,71,1194044
76,75,82,71,1231253
78,78,86,70,1231360
81,82,88,74,1340817
83,84,88,77,1479114
84,85,88,79,1620173
85,86,90,79,1746734
86,86,92,80,1840735
85,85,92,78,1887750
85,85,92,78,1874380
84,84,92,78,1951137
82,83,90,78,1944398
81,81,88,75,1874091
